#,id,age,district,activity_frequency,barrier_details,created_at,activity_types,development_ideas,missing_infrastructure,sports_accessibility_rating,usage_barriers,agree_personal_data,agree_privacy_policy,marker,development_priorities,preferred_events
331,331,36-45,Бостандыкский,Несколько раз в месяц,"Орбита-4 дом 20 сзади дома была давно построенная но хорошая и добротная площадка для взрослых можно было заниматься спортом на турниках в теннис настольный играть для детей качели и инфраструктура целая была, когда площадку снесли и построили новую из самых не качественных материалов, вокруг все дворы в порядке потому что все детали сделаны фабрично  из прочных материалов а здесь делали сами и из материалов подручных, сколько не пиши а надо приехать посмотреть, сразу после установки она вся развалилась, Ракмет с уважением жилец Орбита-4 дом 20.",2025-06-18 08:41:36.133736 +00:00,"""Бег, Теннис / настольный теннис""","Живу в Орбите, рядом парк первого президента мероприятия проходят регулярно.","""Уличные тренажёры, Скейт-парк / роллердром, Теневые навесы / зелёные аллеи""","""{\""Оцените доступность спортивных объектов в вашем районе\"":2,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":3,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":4,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":4,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":2,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":2,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":3}""","""Плохое состояние объектов, Отсутствие туалетов / питьевой воды, Слишком шумно / много машин""",true,true,,"""{\""Детские площадки \"":4,\""Озеленение и тень (деревья)\"":4,\""Питьевые фонтанчики, туалеты\"":5}""","Моё мнение на примере Орбита-4, починить детские площадки, а в общем хороший район с развитой инфраструктурой, по улице Биржана от Мустафина до улицы Новой все портивные тренажёры сломаны давно, сзади 20 дома Орбита-4 детскую площадку подрядчики сами сделали из досок и покрасили на месте, а так же есть Польша проблема с улицей Биржана от улицы Мустафина до тупика в улицу Сайына на ней находиться Базар Орбита, детский сад, школа номер 40 э, так же достраивается детский сад на месте детского дома,  этот отрезок всегда перегружен машинами на 100% , каждый день драки и ругань."
332,332,36-45,Наурызбай ауданы,Күн сайын,"Никаких условий для обычной прогулки с детьми, с коляской, ни сквер, ни тротуаров. Даже отсутствует тень, деревьев очень мало, живём как в пустыне. Даже если анонимно, могу указать свой адрес Алма Сити 5, улица Алтын Орда 6/11. Единственный вариант это около школы играть и то там не всегда открыто",2025-06-18 10:36:40.995545 +00:00,"""Йога / фитнес / топтық жаттығулар""","Ағаш отырғызу, көгалдандыру жұмыстары, тазалық шаралары, отыратын скамейкалар, аллеялар, кішігірім парктер, жаяу жүруге арналған тротуарлар, әжетхана, су бұрқақтар","""Жаяу жүру аймақтары, Көлеңкелік шатырлар / жасыл аллеялар, Орындықтар мен көше жиһаздары""","""{\""Өз ауданыңыздағы спорттық нысандардың қолжетімділігін бағалаңыз\"":1,\""Спорттық нысандардың тұрғын үйіңізге қатысты орналасуы қаншалықты ыңғайлы?\"":1,\""Кешкі уақытта спорттық және демалыс аймақтарындағы жарықтандыру мен қауіпсіздік деңгейіне қаншалықты қанағаттанасыз?\"":1,\""Сіздің ауданыңызда жаяу жүруге ыңғайлы жаяу жүргіншілер алаңы мен тротуарлар жеткілікті ме?\"":1,\""Қоғамдық орындардағы орындықтар, шатырлар мен су бұрқақтар қаншалықты ыңғайлы және қолжетімді?\"":1,\""Жақын жерде іс-шаралар өткізу орындары/амфитеатрлар бар ма және олар қаншалықты танымал?\"":1,\""Сүйікті демалыс орындарының тазалығы мен ыңғайлылығын (қоқыс жәшіктері, абаттандыру, қоғамдық дәретханалар) бағалаңыз.\"":1}""","""Көлеңкенің/орындықтардың болмауы, Тегін алаңдардың жеткіліксіздігі, Қауіпсіздіктің болмауы""",true,true,,"""{\""Жаяу жүргіншілер көшелері\"":1,\""Орындықтар мен көлеңке\"":1,\""Іс-шараларға арналған амфитеатр\"":1,\""Балалар алаңдары\"":1,\""Веложолдар & жүгiру жолдары\"":1,\""Көгалдандыру, көлеңке\"":1,\""Iшу су бұрқақтары, дәретханалар\"":1}""","Жан жақта құрылыс жүріп жатқандықтан, шаң тозаң көп. Сондықтан, Алатау көшесінің бойына , ең болмаса, сол жақтан үй салмай, парк болса, оның өзін жасап, көгалдандыру жұмыстары біткенше, 5-6 кетеді, ертерек бастасаңыздар екен"
333,333,36-45,Бостандыкский,Несколько раз в неделю,Мало площадок для занятий спортом,2025-06-18 10:48:34.145036 +00:00,"""Йога / фитнес / групповые занятия""",Концерты в честь праздника,"""Спортивные площадки, Уличные тренажёры, Питьевые фонтанчики / общественные туалеты""","""{\""Оцените доступность спортивных объектов в вашем районе\"":2,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":2,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":2,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":3,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":1,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":3}""","""Недостаток бесплатных площадок, Плохое состояние объектов, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Озеленение и тень (деревья)\"":1,\""Питьевые фонтанчики, туалеты\"":1,\""Детские площадки \"":1}""","Высаживать больше деревьев, организовывать скверы со скамейками, организовывать спортивные площадки во дворах"
334,375,36-45,Әуезов ауданы,Аптасына бірнеше рет,"Сонымен қатар, қыдырушы азаматтардың сауатсыздықтары мен білім және өз басынан басталатын тазалық деңгейлерінің төмендігі, ластап жүре беруді қалайды. Қоқыстарын тастап солардың үйлерінде ата аналары тазалықты сақтау ережелерін үйретпейтін сияқты",2025-06-29 13:46:45.082678 +00:00,"""Жүгіру""",Қоқыс жәшіктерін және оларды жиі тазалап тұратын адамдарды,"""Жаяу жүру аймақтары""","""{\""Өз ауданыңыздағы спорттық нысандардың қолжетімділігін бағалаңыз\"":2,\""Спорттық нысандардың тұрғын үйіңізге қатысты орналасуы қаншалықты ыңғайлы?\"":3,\""Кешкі уақытта спорттық және демалыс аймақтарындағы жарықтандыру мен қауіпсіздік деңгейіне қаншалықты қанағаттанасыз?\"":3,\""Сіздің ауданыңызда жаяу жүруге ыңғайлы жаяу жүргіншілер алаңы мен тротуарлар жеткілікті ме?\"":1,\""Қоғамдық орындардағы орындықтар, шатырлар мен су бұрқақтар қаншалықты ыңғайлы және қолжетімді?\"":3,\""Жақын жерде іс-шаралар өткізу орындары/амфитеатрлар бар ма және олар қаншалықты танымал?\"":1,\""Сүйікті демалыс орындарының тазалығы мен ыңғайлылығын (қоқыс жәшіктері, абаттандыру, қоғамдық дәретханалар) бағалаңыз.\"":2}""","""Нысандардың нашар жағдайы, Дәретхананың/ауыз судың болмауы, Жаяу жүргіншілер жолының/тротуарлардың болмауы""",true,true,,"""{\""Жаяу жүргіншілер көшелері\"":5,\""Орындықтар мен көлеңке\"":3,\""Іс-шараларға арналған амфитеатр\"":2,\""Балалар алаңдары\"":3,\""Веложолдар & жүгiру жолдары\"":4,\""Көгалдандыру, көлеңке\"":1,\""Iшу су бұрқақтары, дәретханалар\"":1}""",Бәрі жақсы алайда халықтың өздері тазалықты сақтау ережелерін білсе абзал болар еді.
335,334,26-35,Бостандыкский,Ежедневно,Д,2025-06-18 11:12:08.340431 +00:00,"""Бег, Футбол / мини-футбол, Велоспорт / скейт / роллеры / самокат""",Д,"""Велодорожки / беговые дорожки, Бассейн / водные объекты, Теневые навесы / зелёные аллеи""","""{\""Оцените доступность спортивных объектов в вашем районе\"":1,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":1,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":1,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":1,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":1}""","""Плохое состояние объектов, Отсутствие безопасности, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Пешеходные улицы \"":1,\""Амфитеатр / сцена для мероприятий \"":1,\""Скамейки и навесы \"":1,\""Детские площадки \"":1,\""Велодорожки и беговые дорожки\"":1,\""Озеленение и тень (деревья)\"":1,\""Питьевые фонтанчики, туалеты\"":1}""",Д
336,335,46-60,Бостандыкский,Редко,Вдоль дорог и на перекрёстках не надо делать площадки.  Это очень опасно и не экологично,2025-06-18 12:10:35.275669 +00:00,"""""",Просто скверы,"""Бассейн / водные объекты, Зимние объекты (катки, лыжня), Теневые навесы / зелёные аллеи""","""{\""Оцените доступность спортивных объектов в вашем районе\"":3,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":2,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":1,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":3,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":3,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":2}""","""Плохое состояние объектов, Отсутствие безопасности, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Озеленение и тень (деревья)\"":5,\""Питьевые фонтанчики, туалеты\"":5,\""Скамейки и навесы \"":5}""","Убрать все площадки , которые построили вдоль дорог и на перекрёстках"
337,336,26-35,Алмалинский,Несколько раз в неделю,-,2025-06-18 14:47:25.313691 +00:00,"""Пешие прогулки""",-,"""Зоны для семейного отдыха, Зоны для пеших прогулок, Скамейки и уличная мебель""","""{\""Оцените доступность спортивных объектов в вашем районе\"":4,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":4,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":1,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":2,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":2,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":3}""","""Нехватка тени / скамеек, Отсутствие туалетов / питьевой воды, Отсутствие пешеходного доступа / тротуаров""",true,true,POINT (76.9425408 43.2439296),"""{\""Пешеходные улицы \"":5,\""Скамейки и навесы \"":5,\""Амфитеатр / сцена для мероприятий \"":3,\""Детские площадки \"":3,\""Велодорожки и беговые дорожки\"":5,\""Озеленение и тень (деревья)\"":4,\""Питьевые фонтанчики, туалеты\"":5}""","Улучшить транспортную инфраструктуру. Район Сайрана по Толе би перегружен машинами и общественный транспорт уже не справляется, особенно с учетом строительства ЖК на Тлендиева-Толе би. В целом в этом районе нет парков, поэтому перегружена набережная Сайрана."
338,337,Старше 60 лет,Алмалинский,Ежедневно,"В течение двух лет, с весны 2023 года вся территория вокруг Сайрана превратилась в ""зону бедствия"" - всё было перекопано траншеями, трубы, кабели, ливнёвку перекладывали по несколько раз, грузовые автомобили и тяжёлая техника размолотили остатки старого твердого покрытия и все дорожки превратились в источник слякоти в сырую погоду и тонкодисперсной пыли в сухую... Строители и посетители не утруждали себя тем, чтобы выносить за собой мусор - пластиковую тару, остатки стройматериалов, бутылки/банки, бумагу, пищевые отходы и прочий пластик - и теперь, когда реконструкция парка Сайран почти окончена и водохранилище наполнено, весь это мусор плавает в воде, что-то начинает разлагаться, вода зацветает...
Гуляющий народ оставляет возле урн горы мусора, так как немногочисленные урны переполнены и никто не вывозит мусор... Вероятно, акимат ещё не провёл тендер на его вывоз и уборку территории...",2025-06-18 15:57:11.107861 +00:00,"""Ходьба, тренажёры""",Музыкальные.,"""Теневые навесы / зелёные аллеи, Амфитеатр / сцена для мероприятий, Питьевые фонтанчики / общественные туалеты""","""{\""Оцените доступность спортивных объектов в вашем районе\"":3,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":3,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":4,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":4,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":2,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":2,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":2}""","""Недостаток бесплатных площадок, Нехватка тени / скамеек, Отсутствие туалетов / питьевой воды""",true,true,POINT (71.368704 42.8867584),"""{\""Амфитеатр / сцена для мероприятий \"":5,\""Детские площадки \"":4,\""Озеленение и тень (деревья)\"":4,\""Питьевые фонтанчики, туалеты\"":5,\""Пешеходные улицы \"":3,\""Скамейки и навесы \"":4,\""Велодорожки и беговые дорожки\"":3}""","Было бы отлично, если бы появились событийные площадки, оснащённые сценическим звуковым и световым оборудованием, которые могли бы давать возможность выступать начинающим группам и музыкантам, и проводить музыкальные и мульти-жанровые события."
339,338,До 18 лет,Бостандыкский,Несколько раз в месяц,"Мало деревьев и зеленых насаждений, они высохшие",2025-06-18 16:07:26.708533 +00:00,"""Бег""",Затрудняюсь ответить,"""Теневые навесы / зелёные аллеи""","""{\""Оцените доступность спортивных объектов в вашем районе\"":5,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":4,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":4,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":5,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":4,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":2,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":4}""","""Нехватка тени / скамеек""",true,true,,"""{\""Пешеходные улицы \"":1,\""Скамейки и навесы \"":1,\""Детские площадки \"":4,\""Велодорожки и беговые дорожки\"":5,\""Озеленение и тень (деревья)\"":1,\""Питьевые фонтанчики, туалеты\"":1}""","Побольше дернвьев, аллей и общ. туалетов"
340,339,46-60,Медеуский,Ежедневно,Нет,2025-06-18 18:30:07.654850 +00:00,"""Футбол / мини-футбол, Велоспорт / скейт / роллеры / самокат""",Концерт,"""Зоны для семейного отдыха, Питьевые фонтанчики / общественные туалеты""","""{\""Оцените доступность спортивных объектов в вашем районе\"":5,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":5,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":3,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":5,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":4,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":5,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":5}""","""Недостаток бесплатных площадок, Мало информации, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Питьевые фонтанчики, туалеты\"":5,\""Озеленение и тень (деревья)\"":5,\""Велодорожки и беговые дорожки\"":5,\""Детские площадки \"":5,\""Амфитеатр / сцена для мероприятий \"":5,\""Скамейки и навесы \"":5,\""Пешеходные улицы \"":5}""",Фоновая музыка пешеходных дорожек
341,340,36-45,Ауэзовский,Ежедневно,"Я жил с 1994 года в микрорайоне Мамыр-1, рядом был стадион при школе, где вечерами можно было гулять, играть в баскетбол и футбол. Потом лицей 173 огородил всю территорию, поставил ангар только для своих учеников. С 2019 года живу в микрорайоне 8, нет площадок для волейбола, отсутствуют столы для игры в шахматы.",2025-06-18 20:02:38.238173 +00:00,"""Бег, Футбол / мини-футбол, Теннис / настольный теннис""","Соревнования или турниры по шахматам, настольному теннису, бадминтону, волейболу","""Питьевые фонтанчики / общественные туалеты, Уличные тренажёры, Велодорожки / беговые дорожки""","""{\""Оцените доступность спортивных объектов в вашем районе\"":4,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":4,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":3,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":4,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":2,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":2,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":3}""","""Плохое состояние объектов, Недостаток бесплатных площадок, Отсутствие туалетов / питьевой воды""",true,true,POINT (76.8674582 43.2299896),"""{\""Пешеходные улицы \"":4,\""Скамейки и навесы \"":3,\""Амфитеатр / сцена для мероприятий \"":1,\""Детские площадки \"":3,\""Велодорожки и беговые дорожки\"":1,\""Озеленение и тень (деревья)\"":3,\""Питьевые фонтанчики, туалеты\"":1}""","На весь район у нас только фэмили парк, там старые качели, можно было бы найти место для нового парка, а на месте фэмили парка сделать крытые площадки для волейбола, бадминтона, тенниса"
342,341,18-25,Алмалинский,Редко,Я живу возле парка Ганди и тут вроде бы нет барьеров к уличным тренажёрам,2025-06-19 00:43:23.064883 +00:00,"""Бодибилдинг :3, Велоспорт / скейт / роллеры / самокат""","Наверное, групповые занятия спортом или какие-нибудь познавательные лекции","""Велодорожки / беговые дорожки, Скамейки и уличная мебель, Питьевые фонтанчики / общественные туалеты""","""{\""Оцените доступность спортивных объектов в вашем районе\"":1,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":1,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":1,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":1,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":1,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":1}""","""Плохое состояние объектов, Слишком шумно / много машин, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Пешеходные улицы \"":4,\""Скамейки и навесы \"":5,\""Амфитеатр / сцена для мероприятий \"":3,\""Детские площадки \"":5,\""Питьевые фонтанчики, туалеты\"":5,\""Озеленение и тень (деревья)\"":5,\""Велодорожки и беговые дорожки\"":5}""","Пригласите китайских ландшафтных дизайнеров. У них целая философия на этом построена и они занимаются этим на протяжении веков. Они обладают знаниями о том, как правильно все расставить или высадить, чтобы людям было комфортно"
343,342,36-45,Жетысуский,Несколько раз в неделю,Нет,2025-06-19 04:44:09.890959 +00:00,"""Пешие прогулки """,Творческие и спортивные фестивали. Эстафеты и конкурсы для простых детей.,"""Зимние объекты (катки, лыжня), Бассейн / водные объекты, Питьевые фонтанчики / общественные туалеты""","""{\""Оцените доступность спортивных объектов в вашем районе\"":4,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":4,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":5,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":5,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":4,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":5,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":4}""","""Мало информации, Неудобное расписание, Отсутствие туалетов / питьевой воды""",true,true,,"""{\""Питьевые фонтанчики, туалеты\"":1,\""Озеленение и тень (деревья)\"":5,\""Велодорожки и беговые дорожки\"":4,\""Детские площадки \"":4,\""Амфитеатр / сцена для мероприятий \"":4,\""Скамейки и навесы \"":4,\""Пешеходные улицы \"":4}""",В Айнабулаке нужны фонтанчики питьевые
344,343,Старше 60 лет,Бостандыкский,Несколько раз в неделю,Очень грязно на улицах и во дворах,2025-06-19 05:11:12.916039 +00:00,"""""","Музыкальные мероприятия, ярмарки фермерской продукции","""Теневые навесы / зелёные аллеи, Питьевые фонтанчики / общественные туалеты, Амфитеатр / сцена для мероприятий""","""{\""Оцените доступность спортивных объектов в вашем районе\"":3,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":3,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":2,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":3,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":1,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":2}""","""Нехватка тени / скамеек, Отсутствие туалетов / питьевой воды, Недостаток бесплатных площадок""",true,true,,"""{\""Питьевые фонтанчики, туалеты\"":1}""","Общественные туалеты, улучшить освещение, уборка общественных мест от мусора, чистка арыков, пустить воду по арыкам"
345,344,36-45,Турксибский,Несколько раз в неделю,Указано выше,2025-06-19 06:40:58.417698 +00:00,"""Бег, Йога / фитнес / групповые занятия, Велоспорт / скейт / роллеры / самокат""","Сделайте пешеходные дорожки, перенесите  завод ""Модуль"" в 16 военнос городке, от него сильный невозможный едкий запах бетона, дышать невозможно","""Зоны для пеших прогулок, Велодорожки / беговые дорожки""","""{\""Оцените доступность спортивных объектов в вашем районе\"":3,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":3,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":4,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":3,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":3,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":3,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":4}""","""Отсутствие пешеходного доступа / тротуаров, Мало спортивных секций. А те, которые есть-слабые и не заинтересованы в спортивном росте. Например, таэквондо в 16 военном городке требовали участия в каком-то семинаре, а кто не пойдет, тот не будет сдавать на пояса.""",true,true,,"""{\""Пешеходные улицы \"":1,\""Скамейки и навесы \"":4,\""Амфитеатр / сцена для мероприятий \"":4,\""Детские площадки \"":4,\""Велодорожки и беговые дорожки\"":1,\""Озеленение и тень (деревья)\"":4,\""Питьевые фонтанчики, туалеты\"":4}""",Сделайте велодорожку и пешеходную дорожку вдоль пр.Суюнбая.
346,345,46-60,Жетысуский,Редко,Общественные пространства отсутствуют,2025-06-19 07:05:07.799548 +00:00,"""""",Сначала необходимо создать общественные пространства,"""""","""{\""Оцените доступность спортивных объектов в вашем районе\"":1,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":1,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":1,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":1,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":1,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":1,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":1}""","""Недостаток бесплатных площадок, Транспортная недоступность, Мало информации""",true,true,,"""{\""Детские площадки \"":5,\""Скамейки и навесы \"":3}""",Общественные пространства отсутствуют. Их нужно создать.
347,346,46-60,Бостандыкский,Ежедневно,"Добираться с детьми до парка очень сложно: надо пересекать опасные магистрали.  Одних детей отпускать очень опасно: собъёт машина. Людей в парке очень много, парков мало.",2025-06-19 07:26:44.310827 +00:00,"""Бег, Зимние виды спорта (лыжи, коньки), Йога / фитнес / групповые занятия""",Публичные суды над застройщиками и их покровителями в акиматах.,"""Бассейн / водные объекты, Зимние объекты (катки, лыжня), Теневые навесы / зелёные аллеи""","""{\""Оцените доступность спортивных объектов в вашем районе\"":3,\""Насколько удобно расположены спортивные объекты относительно вашего места жительства?\"":4,\""Насколько вы удовлетворены уровнем освещённости и безопасности спортивных и рекреационных зон в вечернее время?\"":5,\""Достаточно ли в вашем районе пешеходных зон и тротуаров, удобных для прогулок?\"":2,\""Насколько комфортны и доступны скамейки, навесы, питьевые фонтанчики в общественных местах?\"":3,\""Есть ли поблизости площадки / амфитеатры для мероприятий и насколько они востребованы?\"":2,\""Оцените чистоту и благоустройство (урны, озеленение, общественные туалеты) ваших любимых мест отдыха.\"":2}""","""Плохое состояние объектов, Нехватка тени / скамеек, Отсутствие пешеходного доступа / тротуаров""",true,true,POINT (76.8966656 43.204608),"""{\""Пешеходные улицы \"":5,\""Скамейки и навесы \"":3,\""Амфитеатр / сцена для мероприятий \"":2,\""Детские площадки \"":3,\""Велодорожки и беговые дорожки\"":5,\""Озеленение и тень (деревья)\"":5,\""Питьевые фонтанчики, туалеты\"":5}""",Прекратите убирать листья с газонов!!! Начните их поливать! Дайте вырасти многолетним травам!  Прекратите обрезать деревья на пять метров снизу!
